scenario_id,chore,roommate,wtp_dollars,bid_dollars,grid_wtp,grid_bid,fine_demand_grid_wtp
287,trash_recycling,1,42.31,14.42,45.0,15.0,45.0
287,trash_recycling,2,20.06,15.19,15.0,15.0,22.5
287,trash_recycling,3,22.41,14.36,15.0,15.0,22.5
288,clean_microwave,1,7.8,7.59,15.0,15.0,7.5
288,clean_microwave,2,5.75,5.11,0.0,0.0,7.5
288,clean_microwave,3,4.66,5.66,0.0,0.0,7.5
289,put_away_dishes,1,28.72,12.01,30.0,15.0,30.0
289,put_away_dishes,2,14.96,10.5,15.0,15.0,15.0
289,put_away_dishes,3,17.24,12.99,15.0,15.0,15.0
290,trash_recycling,1,36.48,15.18,30.0,15.0,37.5
290,trash_recycling,2,32.56,17.47,30.0,15.0,30.0
290,trash_recycling,3,28.11,11.84,30.0,15.0,30.0
291,kitchen_surfaces,1,22.34,11.67,15.0,15.0,22.5
291,kitchen_surfaces,2,9.28,13.38,15.0,15.0,7.5
291,kitchen_surfaces,3,11.84,13.53,15.0,15.0,15.0
292,put_away_dishes,1,30.72,14.59,30.0,15.0,30.0
292,put_away_dishes,2,14.29,10.95,15.0,15.0,15.0
292,put_away_dishes,3,15.56,14.46,15.0,15.0,15.0
293,clean_bathrooms,1,23.49,68.81,30.0,45.0,22.5
293,clean_bathrooms,2,14.8,57.92,15.0,45.0,15.0
293,clean_bathrooms,3,18.26,68.34,15.0,45.0,15.0
294,vacuum_downstairs,1,23.14,20.36,30.0,15.0,22.5
294,vacuum_downstairs,2,10.6,19.43,15.0,15.0,7.5
294,vacuum_downstairs,3,11.78,12.95,15.0,15.0,15.0
295,clean_microwave,1,7.49,6.9,0.0,0.0,7.5
295,clean_microwave,2,4.72,5.36,0.0,0.0,7.5
295,clean_microwave,3,3.93,8.4,0.0,15.0,7.5
296,trash_recycling,1,32.33,16.37,30.0,15.0,30.0
296,trash_recycling,2,27.83,12.06,30.0,15.0,30.0
296,trash_recycling,3,25.92,11.44,30.0,15.0,22.5
297,clean_sink,1,6.02,3.44,0.0,0.0,7.5
297,clean_sink,2,4.65,2.55,0.0,0.0,7.5
297,clean_sink,3,3.26,4.19,0.0,0.0,0.0
298,kitchen_surfaces,1,12.77,11.53,15.0,15.0,15.0
298,kitchen_surfaces,2,12.95,10.05,15.0,15.0,15.0
298,kitchen_surfaces,3,8.11,11.66,15.0,15.0,7.5
299,put_away_dishes,1,23.81,11.29,30.0,15.0,22.5
299,put_away_dishes,2,19.28,14.2,15.0,15.0,22.5
299,put_away_dishes,3,17.91,14.06,15.0,15.0,15.0
300,vacuum_downstairs,1,16.13,23.22,15.0,30.0,15.0
300,vacuum_downstairs,2,9.69,17.19,15.0,15.0,7.5
300,vacuum_downstairs,3,10.4,13.73,15.0,15.0,7.5
301,clean_microwave,1,8.6,6.11,15.0,0.0,7.5
301,clean_microwave,2,4.01,7.14,0.0,0.0,7.5
301,clean_microwave,3,3.98,9.11,0.0,15.0,7.5
302,vacuum_downstairs,1,14.56,17.73,15.0,15.0,15.0
302,vacuum_downstairs,2,7.38,15.86,0.0,15.0,7.5
302,vacuum_downstairs,3,8.82,17.66,15.0,15.0,7.5
303,vacuum_downstairs,1,18.59,22.35,15.0,15.0,15.0
303,vacuum_downstairs,2,6.77,15.3,0.0,15.0,7.5
303,vacuum_downstairs,3,7.74,14.06,15.0,15.0,7.5
304,put_away_dishes,1,34.59,21.33,30.0,15.0,37.5
304,put_away_dishes,2,14.1,13.64,15.0,15.0,15.0
304,put_away_dishes,3,22.46,19.2,15.0,15.0,22.5
305,vacuum_downstairs,1,14.24,19.19,15.0,15.0,15.0
305,vacuum_downstairs,2,8.74,11.29,15.0,15.0,7.5
305,vacuum_downstairs,3,9.44,18.46,15.0,15.0,7.5
306,kitchen_surfaces,1,14.0,12.23,15.0,15.0,15.0
306,kitchen_surfaces,2,9.45,9.02,15.0,15.0,7.5
306,kitchen_surfaces,3,10.74,8.94,15.0,15.0,7.5
307,vacuum_downstairs,1,11.19,17.14,15.0,15.0,7.5
307,vacuum_downstairs,2,7.39,16.54,0.0,15.0,7.5
307,vacuum_downstairs,3,10.04,17.73,15.0,15.0,7.5
308,kitchen_surfaces,1,20.74,19.59,15.0,15.0,22.5
308,kitchen_surfaces,2,8.34,8.88,15.0,15.0,7.5
308,kitchen_surfaces,3,7.42,7.61,0.0,15.0,7.5
309,clean_sink,1,6.31,3.8,0.0,0.0,7.5
309,clean_sink,2,3.5,3.27,0.0,0.0,0.0
309,clean_sink,3,4.03,3.27,0.0,0.0,7.5
310,put_away_dishes,1,39.73,20.68,45.0,15.0,37.5
310,put_away_dishes,2,15.31,13.96,15.0,15.0,15.0
310,put_away_dishes,3,17.79,17.83,15.0,15.0,15.0
311,trash_recycling,1,63.43,17.77,45.0,15.0,45.0
311,trash_recycling,2,17.05,11.52,15.0,15.0,15.0
311,trash_recycling,3,26.9,18.66,30.0,15.0,30.0
312,kitchen_surfaces,1,21.82,18.98,15.0,15.0,22.5
312,kitchen_surfaces,2,8.05,9.38,15.0,15.0,7.5
312,kitchen_surfaces,3,9.97,12.28,15.0,15.0,7.5
313,trash_recycling,1,47.82,19.34,45.0,15.0,45.0
313,trash_recycling,2,25.32,12.55,30.0,15.0,22.5
313,trash_recycling,3,25.37,14.83,30.0,15.0,22.5
314,put_away_dishes,1,28.87,23.32,30.0,30.0,30.0
314,put_away_dishes,2,16.24,15.61,15.0,15.0,15.0
314,put_away_dishes,3,11.0,13.39,15.0,15.0,7.5
315,trash_recycling,1,53.67,15.95,45.0,15.0,45.0
315,trash_recycling,2,12.59,10.03,15.0,15.0,15.0
315,trash_recycling,3,24.42,22.47,30.0,15.0,22.5
316,clean_sink,1,8.72,5.87,15.0,0.0,7.5
316,clean_sink,2,3.42,3.41,0.0,0.0,0.0
316,clean_sink,3,4.57,4.12,0.0,0.0,7.5
317,put_away_dishes,1,33.47,22.66,30.0,30.0,30.0
317,put_away_dishes,2,19.16,16.0,15.0,15.0,22.5
317,put_away_dishes,3,18.66,13.19,15.0,15.0,15.0
318,trash_recycling,1,54.08,18.09,45.0,15.0,45.0
318,trash_recycling,2,25.07,12.15,30.0,15.0,22.5
318,trash_recycling,3,25.61,20.87,30.0,15.0,22.5
319,clean_bathrooms,1,32.4,92.25,30.0,45.0,30.0
319,clean_bathrooms,2,16.99,47.74,15.0,45.0,15.0
319,clean_bathrooms,3,14.66,63.69,15.0,45.0,15.0
320,clean_sink,1,5.46,4.41,0.0,0.0,7.5
320,clean_sink,2,3.57,2.81,0.0,0.0,0.0
320,clean_sink,3,5.23,3.26,0.0,0.0,7.5
321,vacuum_downstairs,1,15.54,16.88,15.0,15.0,15.0
321,vacuum_downstairs,2,9.62,11.09,15.0,15.0,7.5
321,vacuum_downstairs,3,8.61,10.96,15.0,15.0,7.5
322,put_away_dishes,1,36.48,20.9,30.0,15.0,37.5
322,put_away_dishes,2,19.27,14.03,15.0,15.0,22.5
322,put_away_dishes,3,18.54,23.53,15.0,30.0,15.0
323,put_away_dishes,1,25.5,22.08,30.0,15.0,22.5
323,put_away_dishes,2,14.35,14.39,15.0,15.0,15.0
323,put_away_dishes,3,20.01,12.23,15.0,15.0,22.5
324,trash_recycling,1,54.83,13.13,45.0,15.0,45.0
324,trash_recycling,2,24.67,16.28,30.0,15.0,22.5
324,trash_recycling,3,31.13,16.24,30.0,15.0,30.0
325,put_away_dishes,1,30.52,16.55,30.0,15.0,30.0
325,put_away_dishes,2,13.87,12.16,15.0,15.0,15.0
325,put_away_dishes,3,23.22,23.56,30.0,30.0,22.5
326,vacuum_downstairs,1,14.63,20.88,15.0,15.0,15.0
326,vacuum_downstairs,2,5.63,13.52,0.0,15.0,7.5
326,vacuum_downstairs,3,7.25,11.67,0.0,15.0,7.5
327,clean_microwave,1,7.91,8.75,15.0,15.0,7.5
327,clean_microwave,2,3.65,7.05,0.0,0.0,0.0
327,clean_microwave,3,4.1,6.74,0.0,0.0,7.5
328,trash_recycling,1,47.15,16.17,45.0,15.0,45.0
328,trash_recycling,2,20.62,16.05,15.0,15.0,22.5
328,trash_recycling,3,29.18,26.38,30.0,30.0,30.0
329,clean_bathrooms,1,20.56,61.15,15.0,45.0,22.5
329,clean_bathrooms,2,16.14,53.59,15.0,45.0,15.0
329,clean_bathrooms,3,12.11,59.54,15.0,45.0,15.0
330,put_away_dishes,1,27.47,11.5,30.0,15.0,30.0
330,put_away_dishes,2,15.24,16.24,15.0,15.0,15.0
330,put_away_dishes,3,20.63,12.79,15.0,15.0,22.5
331,trash_recycling,1,41.28,18.08,45.0,15.0,45.0
331,trash_recycling,2,17.14,15.73,15.0,15.0,15.0
331,trash_recycling,3,26.59,11.09,30.0,15.0,30.0
332,trash_recycling,1,52.67,22.88,45.0,30.0,45.0
332,trash_recycling,2,19.05,10.58,15.0,15.0,22.5
332,trash_recycling,3,26.61,15.5,30.0,15.0,30.0
333,vacuum_downstairs,1,12.02,14.32,15.0,15.0,15.0
333,vacuum_downstairs,2,8.17,12.12,15.0,15.0,7.5
333,vacuum_downstairs,3,10.21,9.54,15.0,15.0,7.5
334,kitchen_surfaces,1,12.95,10.83,15.0,15.0,15.0
334,kitchen_surfaces,2,10.6,11.96,15.0,15.0,7.5
334,kitchen_surfaces,3,8.57,10.43,15.0,15.0,7.5
335,put_away_dishes,1,35.69,17.27,30.0,15.0,37.5
335,put_away_dishes,2,15.42,13.29,15.0,15.0,15.0
335,put_away_dishes,3,15.88,14.37,15.0,15.0,15.0
336,kitchen_surfaces,1,16.46,9.34,15.0,15.0,15.0
336,kitchen_surfaces,2,10.02,9.35,15.0,15.0,7.5
336,kitchen_surfaces,3,9.04,11.56,15.0,15.0,7.5
337,put_away_dishes,1,31.79,14.92,30.0,15.0,30.0
337,put_away_dishes,2,17.2,12.24,15.0,15.0,15.0
337,put_away_dishes,3,11.06,13.75,15.0,15.0,7.5
338,trash_recycling,1,29.46,14.83,30.0,15.0,30.0
338,trash_recycling,2,35.62,18.18,30.0,15.0,37.5
338,trash_recycling,3,28.93,14.87,30.0,15.0,30.0
339,vacuum_downstairs,1,13.67,19.61,15.0,15.0,15.0
339,vacuum_downstairs,2,8.02,13.57,15.0,15.0,7.5
339,vacuum_downstairs,3,8.63,18.55,15.0,15.0,7.5
340,clean_bathrooms,1,26.94,74.46,30.0,45.0,30.0
340,clean_bathrooms,2,15.49,67.97,15.0,45.0,15.0
340,clean_bathrooms,3,12.22,41.37,15.0,45.0,15.0
341,put_away_dishes,1,23.21,15.72,30.0,15.0,22.5
341,put_away_dishes,2,14.8,10.67,15.0,15.0,15.0
341,put_away_dishes,3,11.9,17.29,15.0,15.0,15.0
342,vacuum_downstairs,1,12.66,10.81,15.0,15.0,15.0
342,vacuum_downstairs,2,7.63,10.69,15.0,15.0,7.5
342,vacuum_downstairs,3,9.26,16.05,15.0,15.0,7.5
343,vacuum_downstairs,1,17.88,16.55,15.0,15.0,15.0
343,vacuum_downstairs,2,6.64,17.84,0.0,15.0,7.5
343,vacuum_downstairs,3,7.6,15.99,15.0,15.0,7.5
344,put_away_dishes,1,27.56,14.96,30.0,15.0,30.0
344,put_away_dishes,2,18.0,16.19,15.0,15.0,15.0
344,put_away_dishes,3,14.11,15.44,15.0,15.0,15.0
345,trash_recycling,1,42.75,18.12,45.0,15.0,45.0
345,trash_recycling,2,12.88,11.0,15.0,15.0,15.0
345,trash_recycling,3,19.09,14.87,15.0,15.0,22.5
346,trash_recycling,1,41.96,20.08,45.0,15.0,45.0
346,trash_recycling,2,16.4,12.64,15.0,15.0,15.0
346,trash_recycling,3,24.25,14.52,30.0,15.0,22.5
347,kitchen_surfaces,1,21.6,15.1,15.0,15.0,22.5
347,kitchen_surfaces,2,8.62,7.96,15.0,15.0,7.5
347,kitchen_surfaces,3,9.14,9.77,15.0,15.0,7.5
348,put_away_dishes,1,26.0,15.35,30.0,15.0,22.5
348,put_away_dishes,2,14.67,15.1,15.0,15.0,15.0
348,put_away_dishes,3,11.34,16.49,15.0,15.0,15.0
349,put_away_dishes,1,28.66,13.8,30.0,15.0,30.0
349,put_away_dishes,2,11.94,12.54,15.0,15.0,15.0
349,put_away_dishes,3,18.0,22.22,15.0,15.0,15.0
350,vacuum_downstairs,1,17.38,16.7,15.0,15.0,15.0
350,vacuum_downstairs,2,7.33,17.52,0.0,15.0,7.5
350,vacuum_downstairs,3,10.3,16.07,15.0,15.0,7.5
351,clean_sink,1,6.7,3.94,0.0,0.0,7.5
351,clean_sink,2,4.51,4.95,0.0,0.0,7.5
351,clean_sink,3,4.65,3.05,0.0,0.0,7.5
352,clean_bathrooms,1,22.48,56.09,15.0,45.0,22.5
352,clean_bathrooms,2,9.96,52.93,15.0,45.0,7.5
352,clean_bathrooms,3,14.11,53.51,15.0,45.0,15.0
353,put_away_dishes,1,37.45,15.8,30.0,15.0,37.5
353,put_away_dishes,2,18.66,10.41,15.0,15.0,15.0
353,put_away_dishes,3,12.12,15.5,15.0,15.0,15.0
354,vacuum_downstairs,1,12.51,17.23,15.0,15.0,15.0
354,vacuum_downstairs,2,10.59,12.99,15.0,15.0,7.5
354,vacuum_downstairs,3,5.6,16.38,0.0,15.0,7.5
355,kitchen_surfaces,1,16.4,12.23,15.0,15.0,15.0
355,kitchen_surfaces,2,7.39,12.98,0.0,15.0,7.5
355,kitchen_surfaces,3,11.29,14.3,15.0,15.0,15.0
356,vacuum_downstairs,1,17.96,23.98,15.0,30.0,15.0
356,vacuum_downstairs,2,7.35,12.58,0.0,15.0,7.5
356,vacuum_downstairs,3,8.23,16.04,15.0,15.0,7.5
357,vacuum_downstairs,1,14.16,18.05,15.0,15.0,15.0
357,vacuum_downstairs,2,6.43,12.86,0.0,15.0,7.5
357,vacuum_downstairs,3,7.24,18.27,0.0,15.0,7.5
358,vacuum_downstairs,1,20.87,14.24,15.0,15.0,22.5
358,vacuum_downstairs,2,9.39,17.01,15.0,15.0,7.5
358,vacuum_downstairs,3,6.53,14.88,0.0,15.0,7.5
359,clean_bathrooms,1,31.63,92.06,30.0,45.0,30.0
359,clean_bathrooms,2,14.84,49.07,15.0,45.0,15.0
359,clean_bathrooms,3,16.56,55.03,15.0,45.0,15.0
360,put_away_dishes,1,26.26,18.9,30.0,15.0,30.0
360,put_away_dishes,2,13.67,17.65,15.0,15.0,15.0
360,put_away_dishes,3,19.06,16.88,15.0,15.0,22.5
361,kitchen_surfaces,1,18.38,17.72,15.0,15.0,15.0
361,kitchen_surfaces,2,7.73,10.4,15.0,15.0,7.5
361,kitchen_surfaces,3,10.42,14.24,15.0,15.0,7.5
362,kitchen_surfaces,1,22.51,14.56,30.0,15.0,22.5
362,kitchen_surfaces,2,9.87,11.38,15.0,15.0,7.5
362,kitchen_surfaces,3,8.76,10.86,15.0,15.0,7.5
363,vacuum_downstairs,1,14.85,19.57,15.0,15.0,15.0
363,vacuum_downstairs,2,6.77,11.88,0.0,15.0,7.5
363,vacuum_downstairs,3,9.0,14.72,15.0,15.0,7.5
364,vacuum_downstairs,1,14.41,15.94,15.0,15.0,15.0
364,vacuum_downstairs,2,6.08,10.08,0.0,15.0,7.5
364,vacuum_downstairs,3,10.35,14.08,15.0,15.0,7.5
365,clean_microwave,1,7.99,6.3,15.0,0.0,7.5
365,clean_microwave,2,3.96,6.53,0.0,0.0,7.5
365,clean_microwave,3,4.76,6.63,0.0,0.0,7.5
366,clean_sink,1,5.7,3.45,0.0,0.0,7.5
366,clean_sink,2,3.62,3.0,0.0,0.0,0.0
366,clean_sink,3,3.75,3.74,0.0,0.0,0.0
367,vacuum_downstairs,1,12.8,21.51,15.0,15.0,15.0
367,vacuum_downstairs,2,6.1,11.84,0.0,15.0,7.5
367,vacuum_downstairs,3,8.65,11.73,15.0,15.0,7.5
368,trash_recycling,1,48.62,21.32,45.0,15.0,45.0
368,trash_recycling,2,21.31,12.99,15.0,15.0,22.5
368,trash_recycling,3,29.6,21.46,30.0,15.0,30.0
369,clean_microwave,1,7.6,8.64,15.0,15.0,7.5
369,clean_microwave,2,3.6,7.04,0.0,0.0,0.0
369,clean_microwave,3,4.05,8.41,0.0,15.0,7.5
370,trash_recycling,1,51.57,16.72,45.0,15.0,45.0
370,trash_recycling,2,28.77,12.48,30.0,15.0,30.0
370,trash_recycling,3,28.47,17.93,30.0,15.0,30.0
371,put_away_dishes,1,26.74,14.14,30.0,15.0,30.0
371,put_away_dishes,2,12.37,14.71,15.0,15.0,15.0
371,put_away_dishes,3,12.43,15.53,15.0,15.0,15.0
372,trash_recycling,1,63.34,21.41,45.0,15.0,45.0
372,trash_recycling,2,25.73,12.38,30.0,15.0,22.5
372,trash_recycling,3,27.49,20.61,30.0,15.0,30.0
373,clean_bathrooms,1,24.1,62.66,30.0,45.0,22.5
373,clean_bathrooms,2,12.61,46.75,15.0,45.0,15.0
373,clean_bathrooms,3,9.82,58.97,15.0,45.0,7.5
374,put_away_dishes,1,31.46,20.5,30.0,15.0,30.0
374,put_away_dishes,2,15.46,11.0,15.0,15.0,15.0
374,put_away_dishes,3,15.47,17.81,15.0,15.0,15.0
375,trash_recycling,1,53.41,16.13,45.0,15.0,45.0
375,trash_recycling,2,27.12,15.3,30.0,15.0,30.0
375,trash_recycling,3,21.41,15.63,15.0,15.0,22.5
376,trash_recycling,1,46.02,15.95,45.0,15.0,45.0
376,trash_recycling,2,26.2,9.74,30.0,15.0,22.5
376,trash_recycling,3,23.72,19.56,30.0,15.0,22.5
377,trash_recycling,1,49.7,19.65,45.0,15.0,45.0
377,trash_recycling,2,22.49,14.36,15.0,15.0,22.5
377,trash_recycling,3,25.88,20.22,30.0,15.0,22.5
378,trash_recycling,1,74.06,27.41,45.0,30.0,45.0
378,trash_recycling,2,20.53,14.39,15.0,15.0,22.5
378,trash_recycling,3,26.81,13.65,30.0,15.0,30.0
379,put_away_dishes,1,29.52,19.9,30.0,15.0,30.0
379,put_away_dishes,2,11.77,11.39,15.0,15.0,15.0
379,put_away_dishes,3,13.68,8.81,15.0,15.0,15.0
380,kitchen_surfaces,1,18.03,14.19,15.0,15.0,15.0
380,kitchen_surfaces,2,11.29,10.23,15.0,15.0,15.0
380,kitchen_surfaces,3,10.71,11.5,15.0,15.0,7.5
381,kitchen_surfaces,1,16.58,10.45,15.0,15.0,15.0
381,kitchen_surfaces,2,8.17,6.76,15.0,0.0,7.5
381,kitchen_surfaces,3,9.69,13.81,15.0,15.0,7.5
382,clean_microwave,1,9.12,9.3,15.0,15.0,7.5
382,clean_microwave,2,3.62,7.35,0.0,0.0,0.0
382,clean_microwave,3,3.3,9.54,0.0,15.0,0.0
383,vacuum_downstairs,1,17.4,13.0,15.0,15.0,15.0
383,vacuum_downstairs,2,9.76,12.22,15.0,15.0,7.5
383,vacuum_downstairs,3,7.68,16.88,15.0,15.0,7.5
384,put_away_dishes,1,34.84,22.15,30.0,15.0,37.5
384,put_away_dishes,2,13.16,12.05,15.0,15.0,15.0
384,put_away_dishes,3,17.96,19.0,15.0,15.0,15.0
385,put_away_dishes,1,42.85,18.45,45.0,15.0,45.0
385,put_away_dishes,2,14.22,13.11,15.0,15.0,15.0
385,put_away_dishes,3,14.29,14.38,15.0,15.0,15.0
386,put_away_dishes,1,25.2,13.36,30.0,15.0,22.5
386,put_away_dishes,2,18.2,14.46,15.0,15.0,15.0
386,put_away_dishes,3,15.22,14.96,15.0,15.0,15.0
387,kitchen_surfaces,1,17.87,9.39,15.0,15.0,15.0
387,kitchen_surfaces,2,8.63,11.72,15.0,15.0,7.5
387,kitchen_surfaces,3,12.58,14.72,15.0,15.0,15.0
388,put_away_dishes,1,24.85,17.26,30.0,15.0,22.5
388,put_away_dishes,2,17.78,19.15,15.0,15.0,15.0
388,put_away_dishes,3,16.67,11.8,15.0,15.0,15.0
389,vacuum_downstairs,1,14.12,17.81,15.0,15.0,15.0
389,vacuum_downstairs,2,7.72,12.21,15.0,15.0,7.5
389,vacuum_downstairs,3,7.54,17.7,15.0,15.0,7.5
390,clean_microwave,1,6.73,6.48,0.0,0.0,7.5
390,clean_microwave,2,4.59,6.18,0.0,0.0,7.5
390,clean_microwave,3,4.12,6.05,0.0,0.0,7.5
391,vacuum_downstairs,1,19.44,18.49,15.0,15.0,22.5
391,vacuum_downstairs,2,6.1,15.87,0.0,15.0,7.5
391,vacuum_downstairs,3,7.91,10.99,15.0,15.0,7.5
392,clean_bathrooms,1,22.78,72.19,30.0,45.0,22.5
392,clean_bathrooms,2,15.88,64.01,15.0,45.0,15.0
392,clean_bathrooms,3,13.42,69.51,15.0,45.0,15.0
393,trash_recycling,1,51.83,19.84,45.0,15.0,45.0
393,trash_recycling,2,15.22,15.58,15.0,15.0,15.0
393,trash_recycling,3,25.68,13.44,30.0,15.0,22.5
394,kitchen_surfaces,1,17.87,11.25,15.0,15.0,15.0
394,kitchen_surfaces,2,7.51,15.5,15.0,15.0,7.5
394,kitchen_surfaces,3,8.56,10.37,15.0,15.0,7.5
395,trash_recycling,1,50.88,20.7,45.0,15.0,45.0
395,trash_recycling,2,19.19,16.07,15.0,15.0,22.5
395,trash_recycling,3,20.15,16.02,15.0,15.0,22.5
396,kitchen_surfaces,1,13.12,14.46,15.0,15.0,15.0
396,kitchen_surfaces,2,9.64,10.08,15.0,15.0,7.5
396,kitchen_surfaces,3,10.35,10.33,15.0,15.0,7.5
397,trash_recycling,1,36.62,18.73,30.0,15.0,37.5
397,trash_recycling,2,26.07,17.22,30.0,15.0,22.5
397,trash_recycling,3,25.94,15.65,30.0,15.0,22.5
398,kitchen_surfaces,1,17.84,10.92,15.0,15.0,15.0
398,kitchen_surfaces,2,6.35,12.02,0.0,15.0,7.5
398,kitchen_surfaces,3,8.99,12.17,15.0,15.0,7.5
399,kitchen_surfaces,1,15.32,10.33,15.0,15.0,15.0
399,kitchen_surfaces,2,9.35,9.05,15.0,15.0,7.5
399,kitchen_surfaces,3,11.27,12.8,15.0,15.0,15.0
400,put_away_dishes,1,29.29,13.14,30.0,15.0,30.0
400,put_away_dishes,2,13.88,14.74,15.0,15.0,15.0
400,put_away_dishes,3,17.97,9.78,15.0,15.0,15.0
401,vacuum_downstairs,1,14.86,21.59,15.0,15.0,15.0
401,vacuum_downstairs,2,9.14,15.06,15.0,15.0,7.5
401,vacuum_downstairs,3,12.17,20.23,15.0,15.0,15.0
402,put_away_dishes,1,32.37,23.31,30.0,30.0,30.0
402,put_away_dishes,2,14.06,14.29,15.0,15.0,15.0
402,put_away_dishes,3,14.49,16.24,15.0,15.0,15.0
403,trash_recycling,1,46.25,18.12,45.0,15.0,45.0
403,trash_recycling,2,22.72,13.33,30.0,15.0,22.5
403,trash_recycling,3,21.58,13.71,15.0,15.0,22.5
404,clean_microwave,1,7.78,7.94,15.0,15.0,7.5
404,clean_microwave,2,3.49,6.6,0.0,0.0,0.0
404,clean_microwave,3,3.65,8.72,0.0,15.0,0.0
405,vacuum_downstairs,1,17.04,14.12,15.0,15.0,15.0
405,vacuum_downstairs,2,9.59,14.13,15.0,15.0,7.5
405,vacuum_downstairs,3,7.55,14.84,15.0,15.0,7.5
406,vacuum_downstairs,1,13.63,24.95,15.0,30.0,15.0
406,vacuum_downstairs,2,8.89,16.68,15.0,15.0,7.5
406,vacuum_downstairs,3,7.81,13.59,15.0,15.0,7.5
407,trash_recycling,1,48.06,18.75,45.0,15.0,45.0
407,trash_recycling,2,19.23,16.74,15.0,15.0,22.5
407,trash_recycling,3,27.21,16.9,30.0,15.0,30.0
408,kitchen_surfaces,1,15.9,12.01,15.0,15.0,15.0
408,kitchen_surfaces,2,6.87,8.24,0.0,15.0,7.5
408,kitchen_surfaces,3,9.17,8.38,15.0,15.0,7.5
409,trash_recycling,1,50.4,14.11,45.0,15.0,45.0
409,trash_recycling,2,25.22,16.33,30.0,15.0,22.5
409,trash_recycling,3,19.64,14.92,15.0,15.0,22.5
410,trash_recycling,1,50.19,19.3,45.0,15.0,45.0
410,trash_recycling,2,20.65,9.0,15.0,15.0,22.5
410,trash_recycling,3,20.18,13.2,15.0,15.0,22.5
411,put_away_dishes,1,31.93,15.38,30.0,15.0,30.0
411,put_away_dishes,2,17.02,12.87,15.0,15.0,15.0
411,put_away_dishes,3,16.16,16.42,15.0,15.0,15.0
412,clean_microwave,1,8.34,8.38,15.0,15.0,7.5
412,clean_microwave,2,3.96,8.3,0.0,15.0,7.5
412,clean_microwave,3,4.73,7.89,0.0,15.0,7.5
413,trash_recycling,1,36.7,18.46,30.0,15.0,37.5
413,trash_recycling,2,31.55,19.15,30.0,15.0,30.0
413,trash_recycling,3,23.47,16.66,30.0,15.0,22.5
414,vacuum_downstairs,1,18.61,14.77,15.0,15.0,15.0
414,vacuum_downstairs,2,8.19,11.52,15.0,15.0,7.5
414,vacuum_downstairs,3,9.1,15.66,15.0,15.0,7.5
415,kitchen_surfaces,1,15.72,17.87,15.0,15.0,15.0
415,kitchen_surfaces,2,13.21,12.52,15.0,15.0,15.0
415,kitchen_surfaces,3,8.08,14.62,15.0,15.0,7.5
416,put_away_dishes,1,24.85,18.28,30.0,15.0,22.5
416,put_away_dishes,2,14.0,11.51,15.0,15.0,15.0
416,put_away_dishes,3,15.63,18.32,15.0,15.0,15.0
417,trash_recycling,1,72.07,21.51,45.0,15.0,45.0
417,trash_recycling,2,24.78,8.69,30.0,15.0,22.5
417,trash_recycling,3,27.81,12.37,30.0,15.0,30.0
418,vacuum_downstairs,1,16.4,18.49,15.0,15.0,15.0
418,vacuum_downstairs,2,9.46,13.27,15.0,15.0,7.5
418,vacuum_downstairs,3,6.28,18.41,0.0,15.0,7.5
419,vacuum_downstairs,1,17.0,22.43,15.0,15.0,15.0
419,vacuum_downstairs,2,7.44,10.91,0.0,15.0,7.5
419,vacuum_downstairs,3,5.88,22.38,0.0,15.0,7.5
420,clean_microwave,1,8.49,14.91,15.0,15.0,7.5
420,clean_microwave,2,3.67,6.98,0.0,0.0,0.0
420,clean_microwave,3,4.03,7.24,0.0,0.0,7.5
421,vacuum_downstairs,1,15.79,14.88,15.0,15.0,15.0
421,vacuum_downstairs,2,7.99,15.3,15.0,15.0,7.5
421,vacuum_downstairs,3,12.38,20.42,15.0,15.0,15.0
422,vacuum_downstairs,1,13.15,18.3,15.0,15.0,15.0
422,vacuum_downstairs,2,7.18,13.15,0.0,15.0,7.5
422,vacuum_downstairs,3,7.69,12.99,15.0,15.0,7.5
423,trash_recycling,1,49.54,19.16,45.0,15.0,45.0
423,trash_recycling,2,25.49,20.08,30.0,15.0,22.5
423,trash_recycling,3,28.51,14.99,30.0,15.0,30.0
424,put_away_dishes,1,30.57,14.78,30.0,15.0,30.0
424,put_away_dishes,2,16.22,12.97,15.0,15.0,15.0
424,put_away_dishes,3,20.74,17.8,15.0,15.0,22.5
425,put_away_dishes,1,35.27,18.82,30.0,15.0,37.5
425,put_away_dishes,2,21.09,16.34,15.0,15.0,22.5
425,put_away_dishes,3,14.97,18.74,15.0,15.0,15.0
426,trash_recycling,1,46.27,16.7,45.0,15.0,45.0
426,trash_recycling,2,21.19,13.67,15.0,15.0,22.5
426,trash_recycling,3,29.41,14.18,30.0,15.0,30.0
427,trash_recycling,1,47.97,20.54,45.0,15.0,45.0
427,trash_recycling,2,31.56,13.73,30.0,15.0,30.0
427,trash_recycling,3,21.96,20.74,15.0,15.0,22.5
428,trash_recycling,1,45.64,16.9,45.0,15.0,45.0
428,trash_recycling,2,21.91,11.39,15.0,15.0,22.5
428,trash_recycling,3,21.45,15.61,15.0,15.0,22.5
429,trash_recycling,1,47.74,14.68,45.0,15.0,45.0
429,trash_recycling,2,18.6,12.74,15.0,15.0,15.0
429,trash_recycling,3,22.04,20.0,15.0,15.0,22.5
430,kitchen_surfaces,1,20.19,14.99,15.0,15.0,22.5
